hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B02871,B02871,2021-01-01 00:37:51,2021-01-01 00:39:05,2021-01-01 00:41:05,2021-01-01 00:47:00,188,89,0.81,355,8.37,0.0,0.25,0.74,0.0,,0.0,6.19,N,N, ,N,N
HV0003,B02871,B02871,2021-01-01 00:47:16,2021-01-01 00:48:57,2021-01-01 00:50:57,2021-01-01 01:17:58,89,35,4.83,1621,22.35,0.0,0.67,1.98,0.0,,0.0,19.33,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:50:15,2021-01-01 00:51:56,2021-01-01 00:52:48,2021-01-01 01:02:17,186,144,2.28,569,11.45,0.0,0.4,1.02,2.75,,0.94,14.9,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:55:02,2021-01-01 00:58:12,2021-01-01 00:58:28,2021-01-01 01:03:57,148,249,1.35,329,7.91,0.0,0.24,0.7,2.75,,0.0,11.1,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:17:18,,2021-01-01 00:21:03,2021-01-01 00:26:04,36,80,1.192,301,7.21,0.0,0.22,0.64,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:25:25,,2021-01-01 00:30:09,2021-01-01 01:22:02,37,76,8.17,3113,46.47,0.0,1.39,4.12,0.0,,0.0,35.14,N,N,N,N,N
HV0003,B02865,B02865,2021-01-01 00:10:15,2021-01-01 00:12:54,2021-01-01 00:13:35,2021-01-01 00:22:31,218,215,2.32,536,9.37,0.0,0.28,0.83,0.0,,0.0,8.3,N,N, ,N,N
HV0003,B02865,B02865,2021-01-01 00:21:27,2021-01-01 00:24:50,2021-01-01 00:25:17,2021-01-01 00:33:53,215,130,1.72,516,8.43,0.0,0.25,0.75,0.0,,0.0,7.47,N,N, ,N,N
HV0003,B02865,B02865,2021-01-01 00:33:53,2021-01-01 00:38:38,2021-01-01 00:38:53,2021-01-01 00:48:31,131,28,2.54,578,12.27,0.0,0.37,1.09,0.0,,0.0,8.9,N,N, ,N,N
HV0003,B02865,B02865,2021-01-01 00:46:07,2021-01-01 00:49:30,2021-01-01 00:49:58,2021-01-01 01:16:27,28,181,14.87,1589,31.64,0.0,0.95,2.81,0.0,,0.0,30.95,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:17:26,,2021-01-01 00:23:16,2021-01-01 00:37:03,36,37,2.22,827,11.94,0.0,0.36,1.06,0.0,,0.0,10.64,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:35:33,,2021-01-01 00:51:46,2021-01-01 01:03:34,258,180,2.165,708,11.17,0.0,0.34,0.99,0.0,,5.0,11.03,N,N,N,N,N
HV0003,B02617,B02617,2021-01-01 00:12:48,2021-01-01 00:15:46,2021-01-01 00:17:46,2021-01-01 00:35:54,25,36,4.4,1088,19.3,0.0,0.58,1.71,0.0,,0.0,16.62,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:33:04,2021-01-01 00:38:26,2021-01-01 00:39:17,2021-01-01 00:41:44,36,198,0.45,147,7.91,0.0,0.24,0.7,0.0,,0.0,8.07,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:39:31,2021-01-01 00:44:58,2021-01-01 00:46:05,2021-01-01 01:03:30,36,62,4.11,1045,16.72,0.0,0.81,1.5,0.0,,4.7,15.95,N,N, ,N,N
HV0003,B02866,B02866,2021-01-01 00:50:18,2021-01-01 00:52:47,2021-01-01 00:53:08,2021-01-01 01:13:54,170,198,6.83,1246,19.93,6.12,1.17,2.33,2.75,,6.04,19.5,N,N, ,N,N
HV0003,B02864,B02864,2021-01-01 00:54:56,2021-01-01 00:56:40,2021-01-01 00:57:49,2021-01-01 01:42:56,211,265,26.74,2707,75.01,6.12,2.43,7.2,2.75,,0.0,63.78,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:49:01,,2021-01-01 00:51:27,2021-01-01 01:16:25,90,129,9.112,1498,28.95,3.73,0.98,2.9,2.75,,5.9,22.66,N,N,N,N,N
HV0003,B02866,B02866,2021-01-01 00:46:31,2021-01-01 00:48:47,2021-01-01 00:50:47,2021-01-01 01:13:50,79,61,5.14,1383,19.22,0.0,0.58,1.73,2.75,,0.0,17.74,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:19:18,2021-01-01 00:20:33,2021-01-01 00:21:31,2021-01-01 00:31:04,69,244,1.99,573,9.6,0.0,0.29,0.85,0.0,,0.0,7.36,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:28:04,2021-01-01 00:34:45,2021-01-01 00:36:45,2021-01-01 00:52:34,244,182,5.48,949,20.83,0.0,0.62,1.85,0.0,,0.0,16.44,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:45:40,2021-01-01 00:53:37,2021-01-01 00:54:02,2021-01-01 01:06:18,182,240,4.51,736,14.54,0.0,0.44,1.29,0.0,,0.0,11.5,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:21:19,,2021-01-01 00:25:05,2021-01-01 00:38:27,130,215,2.173,802,8.77,0.0,0.26,0.78,0.0,,0.0,9.13,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:25:46,,2021-01-01 00:42:12,2021-01-01 00:50:34,215,218,2.191,502,9.65,0.0,0.29,0.86,0.0,,0.0,6.64,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:47:21,,2021-01-01 00:55:21,2021-01-01 01:03:35,219,216,2.383,494,9.83,0.0,0.29,0.87,0.0,,0.0,6.79,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:16:50,,2021-01-01 00:24:22,2021-01-01 00:35:37,11,14,5.768,675,15.41,0.0,0.46,1.37,0.0,,0.0,12.06,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:35:14,,2021-01-01 00:38:19,2021-01-01 00:49:44,14,133,5.885,685,18.29,0.0,0.43,1.27,0.0,,0.0,12.27,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:49:17,,2021-01-01 00:54:26,2021-01-01 01:09:45,257,181,5.44,919,20.64,0.0,0.48,1.43,0.0,,0.0,16.54,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:14:30,,2021-01-01 00:16:15,2021-01-01 00:31:11,112,263,5.188,896,19.43,0.45,0.6,1.76,2.75,,0.0,13.27,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:32:35,,2021-01-01 00:36:16,2021-01-01 00:49:06,262,167,4.436,770,15.67,0.0,0.47,1.39,2.75,,0.0,11.38,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:47:09,,2021-01-01 00:51:26,2021-01-01 01:01:40,167,247,1.283,614,7.44,0.0,0.22,0.66,0.0,,0.0,6.57,N,N,N,N,N
HV0003,B02882,B02882,2021-01-01 00:54:32,2021-01-01 00:55:52,2021-01-01 00:57:52,2021-01-01 01:25:56,7,241,10.6,1684,28.69,6.12,1.04,3.09,0.0,,0.0,27.38,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:11:53,2021-01-01 00:13:05,2021-01-01 00:15:05,2021-01-01 00:34:52,100,265,10.62,1187,29.97,20.0,1.5,0.0,0.0,,0.0,28.56,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:24:01,,2021-01-01 00:27:51,2021-01-01 00:51:58,87,71,6.677,1447,24.81,3.76,0.86,2.54,2.75,,0.0,19.53,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01 00:44:22,2021-01-01 00:48:37,2021-01-01 00:50:38,2021-01-01 01:00:10,215,216,2.43,573,11.72,0.0,0.35,1.04,0.0,,0.0,7.87,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:23:11,2021-01-01 00:27:26,2021-01-01 00:28:22,2021-01-01 00:35:17,191,205,1.91,415,7.66,0.0,0.23,0.68,0.0,,0.0,7.17,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:30:25,2021-01-01 00:37:02,2021-01-01 00:39:03,2021-01-01 00:50:56,191,131,2.72,713,10.85,0.0,0.33,0.96,0.0,,0.0,10.56,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:44:42,2021-01-01 00:52:34,2021-01-01 00:52:49,2021-01-01 01:00:37,130,205,1.68,468,7.91,0.0,0.24,0.7,0.0,,0.0,7.36,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:09:39,2021-01-01 00:09:59,2021-01-01 00:11:59,2021-01-01 00:30:14,145,129,7.18,1095,18.94,0.0,0.57,1.68,0.0,,0.0,24.25,N,N, ,N,Y
HV0003,B02872,B02872,2021-01-01 00:28:56,2021-01-01 00:33:14,2021-01-01 00:33:32,2021-01-01 00:43:13,129,82,1.53,581,7.91,0.0,0.24,0.7,0.0,,0.0,10.61,N,N, ,N,Y
HV0003,B02764,B02764,2021-01-01 00:13:25,2021-01-01 00:16:51,2021-01-01 00:17:29,2021-01-01 00:32:53,37,72,3.15,924,15.28,0.0,0.46,1.36,0.0,,0.0,11.98,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:34:00,2021-01-01 00:37:07,2021-01-01 00:37:36,2021-01-01 01:11:45,72,226,9.81,2049,30.6,0.0,0.92,2.72,0.0,,0.0,28.75,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:17:34,2021-01-01 00:18:05,2021-01-01 00:18:21,2021-01-01 00:33:23,92,145,8.82,902,23.15,0.0,0.69,2.05,0.0,,0.0,19.01,N,N, ,N,N
HV0003,B02617,B02617,2021-01-01 00:36:40,2021-01-01 00:42:13,2021-01-01 00:42:37,2021-01-01 00:56:26,145,263,4.29,829,16.07,0.0,0.75,1.44,2.75,,3.91,13.4,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:06:53,2021-01-01 00:07:52,2021-01-01 00:09:52,2021-01-01 00:24:02,78,18,2.54,850,11.33,0.0,0.34,1.01,0.0,,0.0,12.02,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:22:10,2021-01-01 00:25:36,2021-01-01 00:25:49,2021-01-01 00:35:21,241,220,1.89,572,9.75,0.0,0.29,0.87,0.0,,0.0,8.98,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:29:47,2021-01-01 00:38:04,2021-01-01 00:38:21,2021-01-01 00:50:00,220,169,4.96,699,13.21,0.0,0.4,1.17,0.0,,0.0,13.42,N,N, ,N,N
HV0003,B02878,B02878,2021-01-01 00:44:58,2021-01-01 00:52:36,2021-01-01 00:53:00,2021-01-01 01:04:44,169,243,2.37,704,14.7,0.0,0.44,1.3,0.0,,0.0,15.03,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:05:45,2021-01-01 00:06:41,2021-01-01 00:08:12,2021-01-01 00:11:55,254,254,1.02,223,7.12,0.0,0.21,0.63,0.0,,0.0,5.89,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:13:34,2021-01-01 00:16:17,2021-01-01 00:18:17,2021-01-01 00:26:43,32,174,1.96,506,10.17,0.0,0.31,0.9,0.0,,0.0,7.82,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:22:44,2021-01-01 00:34:45,2021-01-01 00:36:46,2021-01-01 00:44:13,200,220,1.19,448,10.65,0.0,0.32,0.95,0.0,,0.0,7.94,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:40:50,2021-01-01 00:45:09,2021-01-01 00:45:35,2021-01-01 01:01:15,220,119,5.91,940,16.32,0.0,0.49,1.45,0.0,,0.0,14.88,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:13:40,2021-01-01 00:14:53,2021-01-01 00:16:53,2021-01-01 00:38:16,61,106,3.62,1283,22.58,0.0,0.68,2.0,0.0,,0.0,16.08,N,N, ,N,N
HV0003,B02765,B02765,2021-01-01 00:39:22,2021-01-01 00:42:17,2021-01-01 00:44:17,2021-01-01 01:01:02,25,177,3.95,1005,17.75,0.0,0.53,1.58,0.0,,0.0,14.13,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:51:01,,2021-01-01 00:54:24,2021-01-01 01:07:38,230,140,2.673,794,10.11,0.0,0.3,0.9,2.75,,0.0,10.48,N,N,N,N,Y
HV0003,B02877,B02877,2021-01-01 00:07:55,2021-01-01 00:10:50,2021-01-01 00:11:07,2021-01-01 00:22:21,80,66,3.84,674,13.97,0.0,0.42,1.24,0.0,,0.0,11.81,N,N, ,N,N
HV0003,B02877,B02877,2021-01-01 00:32:52,2021-01-01 00:35:38,2021-01-01 00:36:27,2021-01-01 00:57:39,66,121,11.61,1272,25.78,0.0,0.77,2.29,0.0,,0.0,25.37,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:23:14,,2021-01-01 00:40:26,2021-01-01 01:04:53,19,145,15.229,1467,37.78,0.46,1.15,3.39,0.0,,0.0,29.19,N,N,N,N,N
HV0003,B02883,B02883,2021-01-01 00:21:15,2021-01-01 00:21:30,2021-01-01 00:22:35,2021-01-01 00:33:01,48,263,2.7,626,11.81,0.0,0.35,1.05,2.75,,0.0,10.42,N,N, ,N,N
HV0003,B02883,B02883,2021-01-01 00:34:56,2021-01-01 00:36:29,2021-01-01 00:38:26,2021-01-01 00:41:21,263,263,0.57,175,8.7,0.0,0.26,0.77,2.75,,0.0,7.59,N,N, ,N,N
HV0003,B02883,B02883,2021-01-01 00:41:52,2021-01-01 00:44:25,2021-01-01 00:44:41,2021-01-01 00:53:12,262,74,3.27,511,11.07,0.0,0.33,0.98,2.75,,0.0,10.09,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:24:31,2021-01-01 00:29:56,2021-01-01 00:30:37,2021-01-01 00:49:09,145,209,6.92,1112,22.66,6.12,0.86,2.55,2.75,,0.0,0.0,N,N, ,N,Y
HV0003,B02836,B02836,2021-01-01 00:12:46,2021-01-01 00:14:38,2021-01-01 00:16:38,2021-01-01 00:34:25,179,141,4.23,1067,17.8,0.0,0.53,1.58,2.75,,0.0,19.05,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:35:11,2021-01-01 00:36:34,2021-01-01 00:37:08,2021-01-01 00:54:15,140,48,3.32,1027,16.64,0.0,0.5,1.48,2.75,,0.0,17.71,N,N, ,N,N
HV0003,B02888,B02888,2021-01-01 00:19:55,2021-01-01 00:23:10,2021-01-01 00:24:46,2021-01-01 00:29:13,226,226,0.9,267,7.12,0.0,0.21,0.63,0.0,,0.0,5.97,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:02:30,2021-01-01 00:07:35,2021-01-01 00:07:44,2021-01-01 00:16:59,243,200,5.24,555,15.66,2.8,0.55,1.64,0.0,,0.0,12.72,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:15:51,2021-01-01 00:19:35,2021-01-01 00:20:29,2021-01-01 00:30:51,200,169,5.46,622,14.75,0.0,0.44,1.31,0.0,,0.0,13.53,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:30:49,2021-01-01 00:31:43,2021-01-01 00:33:43,2021-01-01 00:58:03,169,69,3.9,1460,22.03,0.0,0.66,1.96,0.0,,0.0,18.83,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:15:30,,2021-01-01 00:19:25,2021-01-01 00:29:59,238,239,1.66,634,9.46,0.0,0.28,0.84,2.75,,3.0,7.15,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:35:03,,2021-01-01 00:44:37,2021-01-01 01:07:22,24,213,7.652,1365,28.46,0.11,0.86,2.54,0.0,,0.0,19.92,N,N,N,N,N
HV0003,B02869,B02869,2021-01-01 00:15:00,2021-01-01 00:15:35,2021-01-01 00:16:28,2021-01-01 00:38:33,142,129,5.62,1325,20.44,0.0,0.61,1.81,2.75,,0.0,19.15,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:38:38,2021-01-01 00:41:59,2021-01-01 00:42:51,2021-01-01 00:49:47,129,82,1.31,416,9.09,0.0,0.27,0.81,0.0,,0.0,7.26,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:46:48,2021-01-01 00:54:03,2021-01-01 00:54:38,2021-01-01 01:22:25,82,18,13.23,1667,32.92,6.12,1.17,3.46,0.0,,0.0,30.41,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:02:04,2021-01-01 00:04:06,2021-01-01 00:04:47,2021-01-01 00:16:43,212,174,4.66,716,14.0,0.0,0.42,1.24,0.0,,0.0,12.86,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:14:27,2021-01-01 00:17:22,2021-01-01 00:17:59,2021-01-01 00:41:19,174,173,12.34,1400,30.58,6.12,1.1,3.26,0.0,,0.0,27.06,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:39:36,2021-01-01 00:44:54,2021-01-01 00:45:41,2021-01-01 00:55:02,173,196,2.5,561,12.37,0.0,0.55,1.11,0.0,,2.82,9.19,N,N, ,N,N
HV0003,B02872,B02872,2020-12-31 23:57:30,2020-12-31 23:58:19,2021-01-01 00:00:19,2021-01-01 00:25:42,100,148,3.94,1523,18.36,0.0,0.55,1.63,2.75,,0.0,17.75,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:53:40,2021-01-01 00:54:33,2021-01-01 00:54:46,2021-01-01 01:11:00,170,95,9.14,974,25.73,6.12,1.42,2.85,2.75,,7.26,19.94,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:48:36,,2021-01-01 00:50:53,2021-01-01 01:08:42,186,88,3.639,1069,22.29,0.0,0.6,1.78,2.75,,0.0,14.98,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:29:51,,2021-01-01 00:37:09,2021-01-01 00:53:45,80,61,3.866,996,17.77,0.0,0.53,1.58,0.0,,0.0,12.63,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:52:21,,2021-01-01 00:55:49,2021-01-01 01:03:56,61,188,1.384,487,9.83,0.0,0.29,0.87,0.0,,0.0,5.62,N,N,N,N,N
HV0003,B02872,B02872,2021-01-01 00:28:26,2021-01-01 00:32:00,2021-01-01 00:34:00,2021-01-01 00:55:02,179,244,8.71,1262,20.55,6.12,1.06,2.38,0.0,,4.19,22.67,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:52:44,2021-01-01 00:56:36,2021-01-01 00:56:59,2021-01-01 01:09:46,244,116,2.79,767,12.66,0.0,0.38,1.12,0.0,,0.0,12.0,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:08:46,2021-01-01 00:12:39,2021-01-01 00:14:39,2021-01-01 00:21:13,185,242,0.86,394,9.33,0.0,0.28,0.83,0.0,,0.0,7.98,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:21:53,2021-01-01 00:23:59,2021-01-01 00:25:59,2021-01-01 00:32:32,242,248,1.03,393,8.53,0.0,0.26,0.76,0.0,,0.0,7.37,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:36:16,2021-01-01 00:44:19,2021-01-01 00:44:56,2021-01-01 00:54:19,250,59,3.91,563,15.35,0.0,0.46,1.36,0.0,,0.0,10.53,N,N, ,N,N
HV0003,B02682,B02682,2021-01-01 00:50:34,2021-01-01 00:54:51,2021-01-01 00:55:13,2021-01-01 01:04:15,60,126,1.61,542,7.65,0.0,0.23,0.68,0.0,,0.0,7.83,N,N, ,N,N
HV0003,B02882,B02882,2021-01-01 00:47:24,2021-01-01 00:49:54,2021-01-01 00:50:50,2021-01-01 01:01:44,75,147,4.43,654,14.38,0.0,0.43,1.28,0.0,,0.0,14.99,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:15:51,2021-01-01 00:19:45,2021-01-01 00:20:34,2021-01-01 00:28:27,197,216,1.67,473,7.91,0.0,0.24,0.7,0.0,,0.0,6.23,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:29:49,2021-01-01 00:34:17,2021-01-01 00:36:17,2021-01-01 00:52:14,124,134,3.49,957,13.22,0.0,0.4,1.17,0.0,,0.0,12.27,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:13:10,2021-01-01 00:14:51,2021-01-01 00:16:50,2021-01-01 00:29:06,238,263,2.26,736,11.32,0.0,0.34,1.0,2.75,,1.0,12.4,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:31:51,2021-01-01 00:34:43,2021-01-01 00:35:27,2021-01-01 00:43:19,263,236,1.35,472,7.12,0.0,0.21,0.63,2.75,,0.0,9.19,N,N, ,N,N
HV0003,B02875,B02875,2021-01-01 00:47:18,2021-01-01 00:49:11,2021-01-01 00:49:29,2021-01-01 00:57:38,236,142,1.98,489,8.1,0.0,0.24,0.72,2.75,,0.0,10.03,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:17:02,,2021-01-01 00:19:16,2021-01-01 00:40:53,255,190,4.129,1297,17.79,0.0,0.53,1.58,0.0,,2.98,15.44,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:40:39,,2021-01-01 00:47:14,2021-01-01 00:58:52,189,17,2.347,698,10.82,0.0,0.32,0.96,0.0,,0.0,8.44,N,N,N,N,N
HV0003,B02835,B02835,2021-01-01 00:04:24,2021-01-01 00:06:28,2021-01-01 00:07:04,2021-01-01 00:16:10,185,169,4.23,546,14.07,0.0,0.42,1.25,0.0,,0.0,10.95,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:16:25,2021-01-01 00:16:52,2021-01-01 00:18:52,2021-01-01 00:32:02,169,208,6.27,790,15.37,0.0,0.64,1.37,0.0,,2.82,15.25,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:28:24,2021-01-01 00:32:20,2021-01-01 00:34:20,2021-01-01 00:47:16,208,212,3.02,776,12.12,0.0,0.36,1.08,0.0,,0.0,11.54,N,N, ,N,N
HV0003,B02835,B02835,2021-01-01 00:43:22,2021-01-01 00:54:36,2021-01-01 00:55:08,2021-01-01 01:03:55,213,182,1.59,527,10.58,0.0,0.32,0.94,0.0,,0.0,7.88,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:02:46,2021-01-01 00:04:55,2021-01-01 00:06:55,2021-01-01 00:28:31,55,39,10.92,1296,28.79,0.0,0.86,2.56,0.0,,0.0,24.32,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:26:47,2021-01-01 00:32:15,2021-01-01 00:34:16,2021-01-01 00:43:32,76,76,1.44,556,8.56,0.0,0.26,0.76,0.0,,0.0,7.9,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:43:41,2021-01-01 00:55:08,2021-01-01 00:55:08,2021-01-01 01:19:14,76,89,5.63,1446,24.52,0.0,0.74,2.18,0.0,,0.0,19.74,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:33:01,,2021-01-01 00:38:08,2021-01-01 01:07:35,236,135,13.453,1767,30.15,4.84,1.05,3.11,2.75,,0.0,29.73,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:45:00,,2021-01-01 00:29:39,2021-01-01 00:51:44,261,143,5.644,1325,19.78,0.0,0.59,1.76,2.75,,0.0,17.36,N,N,N,N,N
HV0003,B02872,B02872,2021-01-01 00:43:13,2021-01-01 00:46:00,2021-01-01 00:46:28,2021-01-01 00:57:16,79,236,4.18,648,15.24,0.0,0.46,1.35,2.75,,0.0,11.74,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:26:02,,2021-01-01 00:28:21,2021-01-01 00:32:56,146,193,0.93,275,7.19,0.0,0.22,0.64,0.0,,0.0,5.47,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:37:11,,2021-01-01 00:42:56,2021-01-01 01:00:24,179,37,4.941,1048,21.96,0.64,0.68,2.01,0.0,,0.0,14.26,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:22:18,,2021-01-01 00:23:54,2021-01-01 00:34:41,24,238,1.414,647,6.79,0.0,0.2,0.6,2.75,,0.0,6.98,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:37:04,,2021-01-01 00:41:12,2021-01-01 00:55:28,239,42,2.612,856,11.53,0.0,0.35,1.02,2.75,,5.0,10.07,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:50:33,,2021-01-01 00:56:36,2021-01-01 01:08:21,42,74,2.618,705,15.08,0.0,0.45,1.34,0.0,,0.0,8.8,N,N,N,N,N
HV0003,B02836,B02836,2021-01-01 00:09:31,2021-01-01 00:12:03,2021-01-01 00:13:32,2021-01-01 00:20:57,112,112,0.85,445,7.91,0.0,0.24,0.7,0.0,,0.0,6.21,N,N, ,N,N
HV0003,B02836,B02836,2021-01-01 00:22:08,2021-01-01 00:23:47,2021-01-01 00:24:33,2021-01-01 00:30:59,112,112,0.93,386,8.7,0.0,0.26,0.77,0.0,,0.0,6.2,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:07:08,2021-01-01 00:08:29,2021-01-01 00:08:59,2021-01-01 00:14:09,142,48,0.96,310,8.7,0.0,0.26,0.77,2.75,,0.0,6.14,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:47:37,2021-01-01 00:52:00,2021-01-01 00:52:18,2021-01-01 01:03:29,75,229,2.97,671,8.63,0.0,0.27,0.79,2.75,,0.0,0.0,N,N, ,N,Y
HV0003,B02764,B02764,2021-01-01 00:21:47,2021-01-01 00:23:34,2021-01-01 00:23:37,2021-01-01 00:37:55,41,243,4.72,858,20.67,0.0,0.62,1.83,0.0,,0.0,15.92,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:35:45,2021-01-01 00:40:26,2021-01-01 00:40:32,2021-01-01 00:47:16,243,244,1.0,404,8.14,0.0,0.24,0.72,0.0,,0.0,9.09,N,N, ,N,N
HV0003,B02764,B02764,2021-01-01 00:44:04,2021-01-01 00:52:50,2021-01-01 00:52:54,2021-01-01 01:09:47,235,18,2.73,1013,21.74,0.0,0.65,1.93,0.0,,0.0,18.29,N,N, ,N,N
HV0003,B02872,B02872,2021-01-01 00:29:16,2021-01-01 00:29:29,2021-01-01 00:31:30,2021-01-01 00:41:38,48,229,1.99,609,9.42,0.0,0.28,0.84,2.75,,0.0,8.79,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:07:03,,2021-01-01 00:09:43,2021-01-01 00:33:27,112,151,6.811,1424,26.0,1.22,0.82,2.42,2.75,,0.0,19.48,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:31:24,,2021-01-01 00:36:29,2021-01-01 01:04:15,238,82,9.849,1666,27.55,4.82,0.97,2.87,2.75,,0.0,24.88,N,N,N,N,N
HV0003,B02869,B02869,2021-01-01 00:16:48,2021-01-01 00:17:26,2021-01-01 00:18:37,2021-01-01 00:34:43,255,95,6.97,966,21.25,0.0,0.64,1.89,0.0,,0.0,17.23,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:32:39,2021-01-01 00:36:02,2021-01-01 00:38:02,2021-01-01 00:45:53,95,95,1.2,471,8.3,0.0,0.31,0.74,0.0,,0.94,7.16,N,N, ,N,N
HV0003,B02869,B02869,2021-01-01 00:45:13,2021-01-01 00:57:14,2021-01-01 00:57:32,2021-01-01 01:24:26,102,260,5.57,1614,34.38,0.0,1.03,3.05,0.0,,0.0,23.42,N,N, ,N,N
HV0005,B02510,,2021-01-01 00:34:13,,2021-01-01 00:38:41,2021-01-01 00:51:48,163,164,1.901,787,7.74,0.0,0.23,0.69,2.75,,0.0,8.7,N,N,N,N,N
HV0005,B02510,,2021-01-01 00:52:56,,2021-01-01 00:55:46,2021-01-01 01:18:58,164,42,7.123,1392,22.12,0.0,0.66,1.96,2.75,,0.0,19.56,N,N,N,N,N
